,LOGRADOURO,BAIRRO,CIDADE/ESTADO,BAIRRO.1,CEP
803,Rua 309,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-600
804,Rua 309  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-350
805,Rua 31  (Cj Beira Rio),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-180
806,Rua 31  (Cj dos Bancários),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-400
807,Rua 31  (Cj Nova Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-050
808,Rua 31  (Cj Polar),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-650
809,Rua 31  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-450
810,Rua 311,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-610
811,Rua 311  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-360
812,Rua 313  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-370
813,Rua 313,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-620
814,Rua 315,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-630
815,Rua 315  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-380
816,Rua 317  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-390
817,Rua 317,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-640
818,Rua 319,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-650
819,Rua 319  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-400
820,Rua 32  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-460
821,Rua 321  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-410
822,Rua 321,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-660
823,Rua 323,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-670
824,Rua 323  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-420
825,Rua 325  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-430
826,Rua 325,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-680
827,Rua 327,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-690
828,Rua 329,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-700
829,Rua 33  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-470
830,Rua 33  (Cj Beira Rio),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-170
831,Rua 33  (Cj dos Bancários),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-390
832,Rua 33  (Cj Nova Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-040
833,Rua 33  (Cj Polar),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-640
834,Rua 331,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-710
835,Rua 333,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-720
836,Rua 335,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-730
837,Rua 337,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-740
838,Rua 339,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-750
839,Rua 34  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-480
840,Rua 341,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-760
841,Rua 341A,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-780
842,Rua 343 A  (Cj Ceará),Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-795
843,Rua 343,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-790
844,Rua 345,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-800
845,Rua 35  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-490
846,Rua 35  (Cj dos Bancários),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-370
847,Rua 35  (Cj Nova Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-020
848,Rua 35  (Cj Planalto da Barra),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-600
849,Rua 35  (Cj Polar),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-620
850,Rua 36  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-500
851,Rua 37  (Cj Res Henrique Jorge),Dom Lustosa,"Fortaleza, CE","Dom Lustosa, Fortaleza, CE",60510-732
852,Rua 37  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-510
853,Rua 37  (Cj dos Bancários),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-380
854,Rua 37  (Cj Nova Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-030
855,Rua 37  (Cj Planalto da Barra),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-610
856,Rua 37  (Cj Polar),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-630
857,Rua 38  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-520
858,Rua 39  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-530
859,Rua 39  (Cj dos Bancários),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-660
860,Rua 39  (Cj N Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-640
861,Rua 3A  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-560
862,Largo 4  (Cj Gov Tasso Jereissati),Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60820-720
863,Rua 4  (Mutirão Esperança),Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-535
864,Rua 4  (Cj Alto Alegre),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-365
865,Rua 4  (Lot Arvoredo R Center),Engenheiro Luciano Cavalcante,"Fortaleza, CE","Engenheiro Luciano Cavalcante, Fortaleza, CE",60813-240
866,Rua 4  (Cj Arvoredo),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-340
867,Rua 4  (Cj Cristo Redentor),Cristo Redentor,"Fortaleza, CE","Cristo Redentor, Fortaleza, CE",60337-690
868,Rua 4  (Cj Coração de Jesus),Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60731-190
869,Rua 4  (Cj Res Coração de Jesus),Aerolândia,"Fortaleza, CE","Aerolândia, Fortaleza, CE",60850-605
870,Rua 4  (Cj Estrada Urucutuba),Bom Jardim,"Fortaleza, CE","Bom Jardim, Fortaleza, CE",60546-250
871,Rua 4  (Cj Gov Tasso Jereissati),Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60820-660
872,Rua 4  (Cj Jardim Castelão),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60862-150
873,Rua 4  (Cj Jardim das Flores),Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60731-240
874,Rua 4  (Cj Jardim Oeste),Quintino Cunha,"Fortaleza, CE","Quintino Cunha, Fortaleza, CE",60352-840
875,Rua 4  (Cj Lagoa Redonda),José de Alencar,"Fortaleza, CE","José de Alencar, Fortaleza, CE",60830-515
876,Rua 4  (Cj Mirassol),Itaperi,"Fortaleza, CE","Itaperi, Fortaleza, CE",60743-240
877,Rua 4  (Lot Nova Fortaleza),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60868-775
878,Rua 4  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-180
879,Rua 4  (Pantanal Vila União),Aeroporto,"Fortaleza, CE","Aeroporto, Fortaleza, CE",60422-744
880,Rua 4  (Cj Prq Alto Alegre),Parque Presidente Vargas,"Fortaleza, CE","Parque Presidente Vargas, Fortaleza, CE",60765-500
881,Rua 4  (Cj Parque Boatã),Quintino Cunha,"Fortaleza, CE","Quintino Cunha, Fortaleza, CE",60352-130
882,Rua 4  (Lot Prq Itaigara),Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60732-414
883,Rua 4  (Lot Planalto Canindezinho),Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60731-451
884,Rua 4  (Cj Pequeno Mondubim),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60762-625
885,Rua 4  (Cj Planalto Itaperi),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60761-280
886,Rua 4  (Lot Prq Santana I),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60767-640
887,Rua 4  (Cj Res Curió),Lagoa Redonda,"Fortaleza, CE","Lagoa Redonda, Fortaleza, CE",60831-484
888,Rua 4  (Cj Res Pan Americano),Bela Vista,"Fortaleza, CE","Bela Vista, Fortaleza, CE",60442-135
889,Rua 4  (Cj Res Passaré),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60744-320
890,Rua 4  (Cj Riacho Doce),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60745-040
891,Rua 4  (Lot Santa Terezinha),Novo Mondubim,"Fortaleza, CE","Novo Mondubim, Fortaleza, CE",60763-774
892,Rua 4  (Cj Sítio do Córrego),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-050
893,Rua 4  (Lot Sumaré II),Itaperi,"Fortaleza, CE","Itaperi, Fortaleza, CE",60744-371
894,Rua 4  (Cj Veneza Tropical),Itaperi,"Fortaleza, CE","Itaperi, Fortaleza, CE",60743-040
895,Rua 4  (Cj Padre Santana),Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60330-784
896,Rua 4  (Cj Antônio Correia),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-455
897,Rua 4  (Lot Village Colosso),Edson Queiroz,"Fortaleza, CE","Edson Queiroz, Fortaleza, CE",60834-080
898,Rua 4  (Cj João Paulo II),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-830
899,Rua 4  (Cj Tupinambá da Frota),Antônio Bezerra,"Fortaleza, CE","Antônio Bezerra, Fortaleza, CE",60361-290
900,Rua 4  (Cj Caça e Pesca),Praia do Futuro I,"Fortaleza, CE","Praia do Futuro I, Fortaleza, CE",60183-680
901,Rua 4  (Cj Res Boa Vista),Autran Nunes,"Fortaleza, CE","Autran Nunes, Fortaleza, CE",60527-420
902,Rua 4  (Lot Cidade Sul),Parque Iracema,"Fortaleza, CE","Parque Iracema, Fortaleza, CE",60824-030
903,Rua 4  (Cj Res Doutor Abelardo Rocha),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-630
904,Rua 4  (Lot Paraíso),Planalto Ayrton Senna,"Fortaleza, CE","Planalto Ayrton Senna, Fortaleza, CE",60766-580
905,Rua 4  (Cj Hermes Pereira/Barra Mar),Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60330-095
906,Rua 4  (Lot Prq Vila Verde),Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60821-240
907,Rua 4  (Cj Sítio Aratanha),Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60333-390
908,Rua 4  (Lot São Mateus I),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60768-050
909,Rua 4  (Cj Campo dos Ingleses),Jardim Cearense,"Fortaleza, CE","Jardim Cearense, Fortaleza, CE",60712-274
910,Rua 4  (Res Nova Assunção),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-095
911,Rua 4  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-360
912,Rua 4  (Lot Res Vila Verde),Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60731-484
913,Rua 4  (Lot 4 Irmãos),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-494
914,Rua 4  (Lot Paraíso Messejana),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-853
915,Rua 4  (Lot Alto Boa Vista),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-520
916,Rua 4  (Lot Jardim Messejana),Coaçu,"Fortaleza, CE","Coaçu, Fortaleza, CE",60871-744
917,Rua 4  (Lot Prq Santa Terezinha),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60870-850
918,Rua 4  (Lot Santo Emílio),Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60731-498
919,Rua 4  (Lot Bairro Novo),Pedras,"Fortaleza, CE","Pedras, Fortaleza, CE",60878-050
920,Rua 4  (Lot Santiago de Compostela),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60743-705
921,Rua 4  (Lot Parque Verde),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60876-725
922,Rua 4  (Cj Apolo XI),Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-676
923,Rua 4  (Lot Jardim das Oliveiras),Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60821-127
924,Rua de Pedestre 4  (Lot Res Sonho Meu),Parangaba,"Fortaleza, CE","Parangaba, Fortaleza, CE",60720-663
925,Travessa 4  (Cj Barroso II),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60867-484
926,Via de Pedestre 4  (Cj Rosalina),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60745-752
927,Rua 4 de Outubro,Aracapé,"Fortaleza, CE","Aracapé, Fortaleza, CE",60765-145
928,Rua 40  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-540
929,Rua 402,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60530-810
930,Rua 402  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-440
931,Rua 404  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-450
932,Rua 404,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60530-820
933,Rua 406,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60530-830
934,Rua 406  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-460
935,Rua 408  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-470
936,Rua 408,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60530-840
937,Rua 408A  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-475
938,Rua 41  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-550
939,Rua 41  (Cj dos Bancários),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-350
940,Rua 41  (Cj Nova Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-830
941,Rua 41  (Cj Planalto da Barra),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-580
942,Rua 41  (Cj Polar),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-580
943,Rua 410,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-000
944,Rua 410  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-480
945,Rua 412  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-490
946,Rua 412,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-010
947,Rua 414,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-020
948,Rua 414  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-500
949,Rua 416  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-510
950,Rua 416,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-030
951,Rua 418,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-040
952,Rua 418  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-520
953,Rua 42  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-560
954,Rua 420  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-530
955,Rua 420,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-050
956,Rua 422,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-060
957,Rua 422  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-540
958,Rua 424  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-550
959,Rua 424,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-070
960,Rua 426,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-080
961,Rua 426  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-560
962,Rua 428,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-090
963,Rua 43  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-570
964,Rua 43  (Cj dos Bancários),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-340
965,Rua 43  (Cj Nova Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-820
966,Rua 43  (Cj Planalto da Barra),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-570
967,Rua 43  (Cj Polar),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-570
968,Rua 430,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-100
969,Rua 432,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-110
970,Rua 434,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-120
971,Rua 436  (Cj Ceará),Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-125
972,Rua 438,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-130
973,Rua 44  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-580
974,Rua 440,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-140
975,Rua 442,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-150
976,Rua 444,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-160
977,Rua 446,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-170
978,Rua 448,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-180
979,Rua 448A,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-190
980,Rua 448B,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-200
981,Rua 448C,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-210
982,Rua 448D,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-220
983,Rua 448E,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-230
984,Rua 448F,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60531-240
985,Rua 45  (Cj dos Bancários),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-310
986,Rua 45  (Cj Planalto da Barra),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-550
987,Rua 45  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-590
988,Rua 46  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-600
